Entity Name,Domain Code,Entity Keys,Table Name,Table Column
Netting Settlement Transaction Line,NettStlmTransactionLine,NettStlmTransactionLine_id,DW_NS_NETTING_SETTLEMENT_LINES_F,id
Netting Settlement Transaction Line,NettStlmTransactionLine,NettStlmTransactionLine_transaction,DW_NS_NETTING_SETTLEMENT_LINES_F,transaction
Netting Settlement Transactions,NettStlmTransactions,NettStlmTransactions_id,DW_NS_NETTING_SETTLEMENT_F,id
Netting Settlement Transactions,NettStlmTransactions,NettStlmTransactions_id,DW_NS_NETTING_SETTLEMENT_LINES_F,transaction
Nexus,Nexus,Nexus_id,DW_NS_Nexus_D,id
Opportunity Transaction Accounting Line,OpprtntyTransactionAccountingLine,OpprtntyTransactionAccountingLine_accountingbook,DW_NS_OPPORTUNITY_LINES_F,accountingbook
Opportunity Transaction Accounting Line,OpprtntyTransactionAccountingLine,OpprtntyTransactionAccountingLine_transaction,DW_NS_OPPORTUNITY_LINES_F,transaction
Opportunity Transaction Accounting Line,OpprtntyTransactionAccountingLine,OpprtntyTransactionAccountingLine_transactionline,DW_NS_OPPORTUNITY_LINES_F,id
Opportunity Transaction Line,OpprtntyTransactionLine,OpprtntyTransactionLine_id,DW_NS_OPPORTUNITY_LINES_F,id
Opportunity Transaction Line,OpprtntyTransactionLine,OpprtntyTransactionLine_transaction,DW_NS_OPPORTUNITY_LINES_F,transaction
Opportunity Transactions,OpprtntyTransactions,OpprtntyTransactions_id,DW_NS_OPPORTUNITY_F,id
Opportunity Transactions,OpprtntyTransactions,OpprtntyTransactions_id,DW_NS_OPPORTUNITY_LINES_F,transaction
Opportunity Transactions,OpprtntyTransactions,OpprtntyTransactions_id,DW_NS_OPPORTUNITY_SNAPSHOT_F,id
Ownership Transfer Transaction Accounting Line,OwnTrnsfTransactionAccountingLine,OwnTrnsfTransactionAccountingLine_accountingbook,DW_NS_OWNERSHIP_TRANSFER_LINES_F,accountingbook
Ownership Transfer Transaction Accounting Line,OwnTrnsfTransactionAccountingLine,OwnTrnsfTransactionAccountingLine_transaction,DW_NS_OWNERSHIP_TRANSFER_LINES_F,transaction
Ownership Transfer Transaction Accounting Line,OwnTrnsfTransactionAccountingLine,OwnTrnsfTransactionAccountingLine_transactionline,DW_NS_OWNERSHIP_TRANSFER_LINES_F,id
Ownership Transfer Transaction Line,OwnTrnsfTransactionLine,OwnTrnsfTransactionLine_id,DW_NS_OWNERSHIP_TRANSFER_LINES_F,id
Ownership Transfer Transaction Line,OwnTrnsfTransactionLine,OwnTrnsfTransactionLine_transaction,DW_NS_OWNERSHIP_TRANSFER_LINES_F,transaction
Ownership Transfer Transactions,OwnTrnsfTransactions,OwnTrnsfTransactions_id,DW_NS_OWNERSHIP_TRANSFER_F,id
Ownership Transfer Transactions,OwnTrnsfTransactions,OwnTrnsfTransactions_id,DW_NS_OWNERSHIP_TRANSFER_LINES_F,transaction
Partner,Partner,Partner_id,DW_NS_Partner_D,id
Paycheck Journal Transaction Accounting Line,PChkJrnlTransactionAccountingLine,PChkJrnlTransactionAccountingLine_accountingbook,DW_NS_PAYCHECK_JOURNAL_LINES_F,accountingbook
Paycheck Journal Transaction Accounting Line,PChkJrnlTransactionAccountingLine,PChkJrnlTransactionAccountingLine_transaction,DW_NS_PAYCHECK_JOURNAL_LINES_F,transaction
Paycheck Journal Transaction Accounting Line,PChkJrnlTransactionAccountingLine,PChkJrnlTransactionAccountingLine_transactionline,DW_NS_PAYCHECK_JOURNAL_LINES_F,id
Paycheck Journal Transaction Line,PChkJrnlTransactionLine,PChkJrnlTransactionLine_id,DW_NS_PAYCHECK_JOURNAL_LINES_F,id
Paycheck Journal Transaction Line,PChkJrnlTransactionLine,PChkJrnlTransactionLine_transaction,DW_NS_PAYCHECK_JOURNAL_LINES_F,transaction
Paycheck Journal Transactions,PChkJrnlTransactions,PChkJrnlTransactions_id,DW_NS_PAYCHECK_JOURNAL_F,id
Paycheck Journal Transactions,PChkJrnlTransactions,PChkJrnlTransactions_id,DW_NS_PAYCHECK_JOURNAL_LINES_F,transaction
Paycheck Transaction Accounting Line,PaycheckTransactionAccountingLine,PaycheckTransactionAccountingLine_accountingbook,DW_NS_PAYCHECK_LINES_F,accountingbook
Paycheck Transaction Accounting Line,PaycheckTransactionAccountingLine,PaycheckTransactionAccountingLine_transaction,DW_NS_PAYCHECK_LINES_F,transaction
Paycheck Transaction Accounting Line,PaycheckTransactionAccountingLine,PaycheckTransactionAccountingLine_transactionline,DW_NS_PAYCHECK_LINES_F,id
Paycheck Transaction Line,PaycheckTransactionLine,PaycheckTransactionLine_id,DW_NS_PAYCHECK_LINES_F,id
Paycheck Transaction Line,PaycheckTransactionLine,PaycheckTransactionLine_transaction,DW_NS_PAYCHECK_LINES_F,transaction
Paycheck Transactions,PaycheckTransactions,PaycheckTransactions_id,DW_NS_PAYCHECK_F,id
Paycheck Transactions,PaycheckTransactions,PaycheckTransactions_id,DW_NS_PAYCHECK_LINES_F,transaction
Payment Instrument,paymentInstrument,paymentInstrument_id,DW_NS_paymentInstrument_D,id
Payment Instrument Type,paymentInstrumentType,paymentInstrumentType_key,DW_NS_paymentInstrumentType_D,key
Payment Method,paymentMethod,paymentMethod_id,DW_NS_paymentMethod_D,id
Payroll Batch,payrollBatch,payrollBatch_id,DW_NS_payrollBatch_D,id
Payroll Item,payrollItem,payrollItem_id,DW_NS_payrollItem_D,id
Payroll Item Group,PayrollItemGroup,PayrollItemGroup_id,DW_NS_PayrollItemGroup_D,id
Payroll Item Type,payItemType,payItemType_key,DW_NS_payItemType_D,key
Pick Action,PickAction,PickAction_id,DW_NS_WAVE_PICK_ACTION_F,id
Pick Task,pickTask,pickTask_id,DW_NS_WAVE_PICK_TASK_F,id
Planned Revenue Type,plannedRevenueType,plannedRevenueType_key,DW_NS_plannedRevenueType_D,key
Price Book,priceBook,priceBook_id,DW_NS_priceBook_D,id
Price Book Line Interval,priceBookLineInterval,priceBookLineInterval_id,DW_NS_priceBookLineInterval_D,id
Price Level,pricelevel,pricelevel_id,DW_NS_priceLevel_D,id
Project Expense Type,projectExpenseType,projectExpenseType_id,DW_NS_projectExpenseType_D,id
Project Task,projectTask,projectTask_id,DW_NS_projectTask_D,id
Project Task Constraint Type,projectTaskConstraintType,projectTaskConstraintType_key,DW_NS_projectTaskConstraintType_D,key
Project Time Approval Type,ProjectTimeApprovalType,ProjectTimeApprovalType_id,DW_NS_ProjectTimeApprovalType_D,id
Prorated By,ProrateBy,ProrateBy_key,DW_NS_ProrateBy_D,key
Purchase Contract Transaction Accounting Line,PurchConTransactionAccountingLine,PurchConTransactionAccountingLine_accountingbook,DW_NS_PURCHASE_CONTRACT_LINES_F,accountingbook
Purchase Contract Transaction Accounting Line,PurchConTransactionAccountingLine,PurchConTransactionAccountingLine_transaction,DW_NS_PURCHASE_CONTRACT_LINES_F,transaction
Purchase Contract Transaction Accounting Line,PurchConTransactionAccountingLine,PurchConTransactionAccountingLine_transactionline,DW_NS_PURCHASE_CONTRACT_LINES_F,id
Purchase Contract Transaction Line,PurchConTransactionLine,PurchConTransactionLine_id,DW_NS_PURCHASE_CONTRACT_LINES_F,id
Purchase Contract Transaction Line,PurchConTransactionLine,PurchConTransactionLine_transaction,DW_NS_PURCHASE_CONTRACT_LINES_F,transaction
Purchase Contract Transactions,PurchConTransactions,PurchConTransactions_id,DW_NS_PURCHASE_CONTRACT_F,id
Purchase Contract Transactions,PurchConTransactions,PurchConTransactions_id,DW_NS_PURCHASE_CONTRACT_LINES_F,transaction
Purchase Order Billing Address,purchaseOrderBillingAddress,purchaseOrderBillingAddress_nkey,DW_NS_purchaseOrderBillingAddress_D,nkey
Purchase Order Shipping Address,purchaseOrderShippingAddress,purchaseOrderShippingAddress_nkey,DW_NS_purchaseOrderShippingAddress_D,nkey
Purchase Order Transaction Accounting Line,PurchOrdTransactionAccountingLine,PurchOrdTransactionAccountingLine_accountingbook,DW_NS_PURCHASE_ORDER_LINES_F,accountingbook
Purchase Order Transaction Accounting Line,PurchOrdTransactionAccountingLine,PurchOrdTransactionAccountingLine_transaction,DW_NS_PURCHASE_ORDER_LINES_F,transaction
Purchase Order Transaction Accounting Line,PurchOrdTransactionAccountingLine,PurchOrdTransactionAccountingLine_transactionline,DW_NS_PURCHASE_ORDER_LINES_F,id
Purchase Order Transaction Line,PurchOrdTransactionLine,PurchOrdTransactionLine_id,DW_NS_PURCHASE_ORDER_LINES_F,id
Purchase Order Transaction Line,PurchOrdTransactionLine,PurchOrdTransactionLine_transaction,DW_NS_PURCHASE_ORDER_LINES_F,transaction
Purchase Order Transactions,PurchOrdTransactions,PurchOrdTransactions_id,DW_NS_PURCHASE_ORDER_F,id
Purchase Order Transactions,PurchOrdTransactions,PurchOrdTransactions_id,DW_NS_PURCHASE_ORDER_LINES_F,transaction
Purchase Order Transactions,PurchOrdTransactions,PurchOrdTransactions_id,DW_NS_PURCHASE_ORDER_SNAPSHOT_F,id
Purchase Requisition Transaction Accounting Line,PurchReqTransactionAccountingLine,PurchReqTransactionAccountingLine_accountingbook,DW_NS_PURCHASE_REQUISITION_LINES_F,accountingbook
Purchase Requisition Transaction Accounting Line,PurchReqTransactionAccountingLine,PurchReqTransactionAccountingLine_transaction,DW_NS_PURCHASE_REQUISITION_LINES_F,transaction
Purchase Requisition Transaction Accounting Line,PurchReqTransactionAccountingLine,PurchReqTransactionAccountingLine_transactionline,DW_NS_PURCHASE_REQUISITION_LINES_F,id
Purchase Requisition Transaction Line,PurchReqTransactionLine,PurchReqTransactionLine_id,DW_NS_PURCHASE_REQUISITION_LINES_F,id
Purchase Requisition Transaction Line,PurchReqTransactionLine,PurchReqTransactionLine_transaction,DW_NS_PURCHASE_REQUISITION_LINES_F,transaction
Purchase Requisition Transactions,PurchReqTransactions,PurchReqTransactions_id,DW_NS_PURCHASE_REQUISITION_F,id
Purchase Requisition Transactions,PurchReqTransactions,PurchReqTransactions_id,DW_NS_PURCHASE_REQUISITION_LINES_F,transaction
Ratable Event Type,ratableEventType,ratableEventType_id,DW_NS_ratableEventType_D,id
Reforecast Method,reforecastMethod,reforecastMethod_key,DW_NS_reforecastMethod_D,key
Reporting Section,reportingSection,reportingSection_key,DW_NS_reportingSection_D,key
Return Authorization Transaction Accounting Line,RtnAuthTransactionAccountingLine,RtnAuthTransactionAccountingLine_accountingbook,DW_NS_RETURN_AUTH_LINES_F,accountingbook
Return Authorization Transaction Accounting Line,RtnAuthTransactionAccountingLine,RtnAuthTransactionAccountingLine_transaction,DW_NS_RETURN_AUTH_LINES_F,transaction
Return Authorization Transaction Accounting Line,RtnAuthTransactionAccountingLine,RtnAuthTransactionAccountingLine_transactionline,DW_NS_RETURN_AUTH_LINES_F,id
Return Authorization Transaction Line,RtnAuthTransactionLine,RtnAuthTransactionLine_id,DW_NS_RETURN_AUTH_LINES_F,id
Return Authorization Transaction Line,RtnAuthTransactionLine,RtnAuthTransactionLine_transaction,DW_NS_RETURN_AUTH_LINES_F,transaction
Return Authorization Transactions,RtnAuthTransactions,RtnAuthTransactions_id,DW_NS_RETURN_AUTH_F,id
Return Authorization Transactions,RtnAuthTransactions,RtnAuthTransactions_id,DW_NS_RETURN_AUTH_LINES_F,transaction
Return Authorization Transactions,RtnAuthTransactions,RtnAuthTransactions_id,DW_NS_RETURN_AUTH_SNAPSHOT_F,id
Revenue Allocation Group,revenueAllocationgroup,revenueAllocationgroup_id,DW_NS_revenueAllocationgroup_D,id
Revenue Arrangement Transaction Accounting Line,RevArrngTransactionAccountingLine,RevArrngTransactionAccountingLine_accountingbook,DW_NS_REVENUE_ARRANGEMENT_LINES_F,accountingbook
Revenue Arrangement Transaction Accounting Line,RevArrngTransactionAccountingLine,RevArrngTransactionAccountingLine_transaction,DW_NS_REVENUE_ARRANGEMENT_LINES_F,transaction
Revenue Arrangement Transaction Accounting Line,RevArrngTransactionAccountingLine,RevArrngTransactionAccountingLine_transactionline,DW_NS_REVENUE_ARRANGEMENT_LINES_F,id
Revenue Arrangement Transaction Line,RevArrngTransactionLine,RevArrngTransactionLine_id,DW_NS_REVENUE_ARRANGEMENT_LINES_F,id
Revenue Arrangement Transaction Line,RevArrngTransactionLine,RevArrngTransactionLine_transaction,DW_NS_REVENUE_ARRANGEMENT_LINES_F,transaction
Revenue Arrangement Transactions,RevArrngTransactions,RevArrngTransactions_id,DW_NS_REVENUE_ARRANGEMENT_F,id
Revenue Arrangement Transactions,RevArrngTransactions,RevArrngTransactions_id,DW_NS_REVENUE_ARRANGEMENT_LINES_F,transaction
Revenue Arrangement Transactions,RevArrngTransactions,RevArrngTransactions_id,DW_NS_REVENUE_ARRANGEMENT_SNAPSHOT_F,id
Revenue Commitment Reversal Transaction Accounting Line,RevComRvTransactionAccountingLine,RevComRvTransactionAccountingLine_accountingbook,DW_NS_REVENUE_COMMITMENT_REVERSAL_LINES_F,accountingbook
Revenue Commitment Reversal Transaction Accounting Line,RevComRvTransactionAccountingLine,RevComRvTransactionAccountingLine_transaction,DW_NS_REVENUE_COMMITMENT_REVERSAL_LINES_F,transaction
Revenue Commitment Reversal Transaction Accounting Line,RevComRvTransactionAccountingLine,RevComRvTransactionAccountingLine_transactionline,DW_NS_REVENUE_COMMITMENT_REVERSAL_LINES_F,id
Revenue Commitment Reversal Transaction Line,RevComRvTransactionLine,RevComRvTransactionLine_id,DW_NS_REVENUE_COMMITMENT_REVERSAL_LINES_F,id
Revenue Commitment Reversal Transaction Line,RevComRvTransactionLine,RevComRvTransactionLine_transaction,DW_NS_REVENUE_COMMITMENT_REVERSAL_LINES_F,transaction
Revenue Commitment Reversal Transactions,RevComRvTransactions,RevComRvTransactions_id,DW_NS_REVENUE_COMMITMENT_REVERSAL_F,id
Revenue Commitment Reversal Transactions,RevComRvTransactions,RevComRvTransactions_id,DW_NS_REVENUE_COMMITMENT_REVERSAL_LINES_F,transaction
Revenue Commitment Transaction Accounting Line,RevCommTransactionAccountingLine,RevCommTransactionAccountingLine_accountingbook,DW_NS_REVENUE_COMMITMENT_LINES_F,accountingbook
Revenue Commitment Transaction Accounting Line,RevCommTransactionAccountingLine,RevCommTransactionAccountingLine_transaction,DW_NS_REVENUE_COMMITMENT_LINES_F,transaction
Revenue Commitment Transaction Accounting Line,RevCommTransactionAccountingLine,RevCommTransactionAccountingLine_transactionline,DW_NS_REVENUE_COMMITMENT_LINES_F,id
Revenue Commitment Transaction Line,RevCommTransactionLine,RevCommTransactionLine_id,DW_NS_REVENUE_COMMITMENT_LINES_F,id
Revenue Commitment Transaction Line,RevCommTransactionLine,RevCommTransactionLine_transaction,DW_NS_REVENUE_COMMITMENT_LINES_F,transaction
Revenue Commitment Transactions,RevCommTransactions,RevCommTransactions_id,DW_NS_REVENUE_COMMITMENT_F,id
Revenue Commitment Transactions,RevCommTransactions,RevCommTransactions_id,DW_NS_REVENUE_COMMITMENT_LINES_F,transaction
Revenue Element,RevenueElement,RevenueElement_id,DW_NS_REVENUE_ARRANGEMENT_LINES_F,revenueelement
Revenue Element,RevenueElement,RevenueElement_id,DW_NS_REVENUE_ELEMENT_F,id
Revenue Plan,RevenuePlan,RevenuePlan_id,DW_NS_REVENUE_PLAN_F,id
Revenue Plan Planned Revenue,revenuePlanPlannedRevenue,revenuePlanPlannedRevenue_id,DW_NS_REVENUE_PLAN_DETAILS_F,id
Revenue Plan Status,revenuePlanStatus,revenuePlanStatus_key,DW_NS_revenuePlanStatus_D,key
Revenue Plan Type,revenuePlanType,revenuePlanType_key,DW_NS_revenuePlanType_D,key
Revenue Recognition Amount Source Type,revRecAmountSourceType,revRecAmountSourceType_key,DW_NS_revRecAmountSourceType_D,key
Revenue Recognition Change Impact Type,revRecChangeImpactType,revRecChangeImpactType_key,DW_NS_revRecChangeImpactType_D,key
Revenue Recognition Date Source Type,revRecDateSourceType,revRecDateSourceType_key,DW_NS_revRecDateSourceType_D,key
Revenue Recognition Recurrence Type,revRecRecurrenceType,revRecRecurrenceType_key,DW_NS_revRecRecurrenceType_D,key
Revenue Recognition Rule,RevenueRecognitionRule,RevenueRecognitionRule_id,DW_NS_RevenueRecognitionRule_D,id
Revenue Recognition Schedule,RevRecSchedule,RevRecSchedule_id,DW_NS_RevRecSchedule_D,id
Sales Order Transaction Accounting Line,SalesOrdTransactionAccountingLine,SalesOrdTransactionAccountingLine_accountingbook,DW_NS_SALES_ORDER_LINES_F,accountingbook
Sales Order Transaction Accounting Line,SalesOrdTransactionAccountingLine,SalesOrdTransactionAccountingLine_transaction,DW_NS_SALES_ORDER_LINES_F,transaction
Sales Order Transaction Accounting Line,SalesOrdTransactionAccountingLine,SalesOrdTransactionAccountingLine_transactionline,DW_NS_SALES_ORDER_LINES_F,id
Sales Order Transaction Line,SalesOrdTransactionLine,SalesOrdTransactionLine_id,DW_NS_SALES_ORDER_LINES_F,id
Sales Order Transaction Line,SalesOrdTransactionLine,SalesOrdTransactionLine_transaction,DW_NS_SALES_ORDER_LINES_F,transaction
Sales Order Transactions,SalesOrdTransactions,SalesOrdTransactions_id,DW_NS_SALES_ORDER_F,id
Sales Order Transactions,SalesOrdTransactions,SalesOrdTransactions_id,DW_NS_SALES_ORDER_LINES_F,transaction
Sales Order Transactions,SalesOrdTransactions,SalesOrdTransactions_id,DW_NS_SALES_ORDER_SNAPSHOT_F,id
Sales Tax Item,salesTaxItem,salesTaxItem_id,DW_NS_item_D,id
Scheduling Method,schedulingMethod,schedulingMethod_key,DW_NS_schedulingMethod_D,key
Shipping Item,ShipItem,ShipItem_id,DW_NS_ShipItem_D,id
Special Account Type,specialAccountType,specialAccountType_id,DW_NS_ACCOUNTTYPE_D,id
State,state,state_country,DW_NS_state_D,country
State,state,state_shortname,DW_NS_state_D,shortname
Statement Charge Accounting Line,CustChrgTransactionAccountingLine,CustChrgTransactionAccountingLine_accountingbook,DW_NS_STATEMENT_CHARGE_LINES_F,accountingbook
Statement Charge Accounting Line,CustChrgTransactionAccountingLine,CustChrgTransactionAccountingLine_transaction,DW_NS_STATEMENT_CHARGE_LINES_F,transaction
Statement Charge Accounting Line,CustChrgTransactionAccountingLine,CustChrgTransactionAccountingLine_transactionline,DW_NS_STATEMENT_CHARGE_LINES_F,id
Statement Charge Transaction Line,CustChrgTransactionLine,CustChrgTransactionLine_id,DW_NS_STATEMENT_CHARGE_LINES_F,id
Statement Charge Transaction Line,CustChrgTransactionLine,CustChrgTransactionLine_transaction,DW_NS_STATEMENT_CHARGE_LINES_F,transaction
Statement Charge Transactions,CustChrgTransactions,CustChrgTransactions_id,DW_NS_STATEMENT_CHARGE_F,id
Statement Charge Transactions,CustChrgTransactions,CustChrgTransactions_id,DW_NS_STATEMENT_CHARGE_LINES_F,transaction
Statistical Journal Entry,StatisticalJournalEntry,StatisticalJournalEntry_id,DW_NS_STATISTICAL_JOURNAL_F,id
Statistical Journal Entry Line,StatisticalJournalEntryLine,StatisticalJournalEntryLine_journal,DW_NS_STATISTICAL_JOURNAL_LINES_F,journal
Statistical Journal Entry Line,StatisticalJournalEntryLine,StatisticalJournalEntryLine_line,DW_NS_STATISTICAL_JOURNAL_LINES_F,line
Status Type,StatusType,StatusType_type,DW_NS_StatusType_D,type
Store Pickup Fulfillment Accounting Line,StPickUpTransactionAccountingLine,StPickUpTransactionAccountingLine_accountingbook,DW_NS_STORE_PICKUP_FULFILLMENT_LINES_F,accountingbook
Store Pickup Fulfillment Accounting Line,StPickUpTransactionAccountingLine,StPickUpTransactionAccountingLine_transaction,DW_NS_STORE_PICKUP_FULFILLMENT_LINES_F,transaction
Store Pickup Fulfillment Accounting Line,StPickUpTransactionAccountingLine,StPickUpTransactionAccountingLine_transactionline,DW_NS_STORE_PICKUP_FULFILLMENT_LINES_F,id
Store Pickup Fulfillment Transaction Line,StPickUpTransactionLine,StPickUpTransactionLine_id,DW_NS_STORE_PICKUP_FULFILLMENT_LINES_F,id
Store Pickup Fulfillment Transaction Line,StPickUpTransactionLine,StPickUpTransactionLine_transaction,DW_NS_STORE_PICKUP_FULFILLMENT_LINES_F,transaction
Store Pickup Fulfillment Transactions,StPickUpTransactions,StPickUpTransactions_id,DW_NS_STORE_PICKUP_FULFILLMENT_F,id
Store Pickup Fulfillment Transactions,StPickUpTransactions,StPickUpTransactions_id,DW_NS_STORE_PICKUP_FULFILLMENT_LINES_F,transaction
Subscription,subscription,subscription_id,DW_NS_SUBSCRIPTIONS_F,id
Subscription,subscription,subscription_id,DW_NS_SUBSCRIPTION_LINES_F,subscription
Subscription Change Order,subscriptionChangeOrder,subscriptionChangeOrder_id,DW_NS_subscriptionChangeOrder_F,id
Subscription Change Order Status,subscriptionChangeOrderStatus,subscriptionChangeOrderStatus_key,DW_NS_subscriptionChangeOrderStatus_D,key
Subscription Line,subscriptionLine,subscriptionLine_id,DW_NS_SUBSCRIPTION_LINES_F,id
Subscription Line Status,subscriptionLineStatus,subscriptionLineStatus_key,DW_NS_subscriptionLineStatus_D,key
Subscription Line Type,SubscriptionLineType,SubscriptionLineType_key,DW_NS_SubscriptionLineType_D,key
Subscription Plan,subscriptionPlan,subscriptionPlan_id,DW_NS_subscriptionPlan_D,id
Subscription Plan Member,subscriptionPlanMember,subscriptionPlanMember_id,DW_NS_subscriptionPlanMember_D,id
Subscription Plan Subsidiary Map,subscriptionPlanSubsidiaryMap,subscriptionPlanSubsidiaryMap_item,DW_NS_subscriptionPlanSubsidiaryMap_G,item
Subscription Plan Subsidiary Map,subscriptionPlanSubsidiaryMap,subscriptionPlanSubsidiaryMap_subsidiary,DW_NS_subscriptionPlanSubsidiaryMap_G,subsidiary
Subscription Revenue Recognition Option,subscriptionRevRecOption,subscriptionRevRecOption_key,DW_NS_subscriptionRevRecOption_D,key
Subscription Term,subscriptionTerm,subscriptionTerm_id,DW_NS_subscriptionTerm_D,id
Subscription Term Type,subscriptiontermtype,subscriptiontermtype_key,DW_NS_subscriptiontermtype_D,key
Subscription Term Unit,subscriptiontermunit,subscriptiontermunit_id,DW_NS_subscriptiontermunit_D,id
Subsidiary,subsidiary,subsidiary_id,DW_NS_subsidiary_D,id
Support Case,supportCase,supportCase_id,DW_NS_SUPPORT_CASE_F,id
Support Case Issue,supportCaseIssue,supportCaseIssue_id,DW_NS_supportCaseIssue_D,id
Support Case Origin,supportCaseOrigin,supportCaseOrigin_id,DW_NS_supportCaseOrigin_D,id
Support Case Priority,supportCasePriority,supportCasePriority_id,DW_NS_supportCasePriority_D,id
Support Case Status,supportCaseStatus,supportCaseStatus_id,DW_NS_supportCaseStatus_D,id
Support Case Type,supportCaseType,supportCaseType_id,DW_NS_supportCaseType_D,id
System Journal Transaction Accounting Line,SysJrnlTransactionAccountingLine,SysJrnlTransactionAccountingLine_accountingbook,DW_NS_SYSTEM_JOURNAL_LINES_F,accountingbook
System Journal Transaction Accounting Line,SysJrnlTransactionAccountingLine,SysJrnlTransactionAccountingLine_transaction,DW_NS_SYSTEM_JOURNAL_LINES_F,transaction
System Journal Transaction Accounting Line,SysJrnlTransactionAccountingLine,SysJrnlTransactionAccountingLine_transactionline,DW_NS_SYSTEM_JOURNAL_LINES_F,id
System Journal Transaction Line,SysJrnlTransactionLine,SysJrnlTransactionLine_id,DW_NS_SYSTEM_JOURNAL_LINES_F,id
System Journal Transaction Line,SysJrnlTransactionLine,SysJrnlTransactionLine_transaction,DW_NS_SYSTEM_JOURNAL_LINES_F,transaction
System Journal Transactions,SysJrnlTransactions,SysJrnlTransactions_id,DW_NS_SYSTEM_JOURNAL_F,id
Tax Liability Cheque Transaction Accounting Line,TaxLiabTransactionAccountingLine,TaxLiabTransactionAccountingLine_accountingbook,DW_NS_TAX_LIABILITY_CHEQUE_LINES_F,accountingbook
Tax Liability Cheque Transaction Accounting Line,TaxLiabTransactionAccountingLine,TaxLiabTransactionAccountingLine_transaction,DW_NS_TAX_LIABILITY_CHEQUE_LINES_F,transaction
Tax Liability Cheque Transaction Accounting Line,TaxLiabTransactionAccountingLine,TaxLiabTransactionAccountingLine_transactionline,DW_NS_TAX_LIABILITY_CHEQUE_LINES_F,id
Tax Liability Cheque Transaction Line,TaxLiabTransactionLine,TaxLiabTransactionLine_id,DW_NS_TAX_LIABILITY_CHEQUE_LINES_F,id
Tax Liability Cheque Transaction Line,TaxLiabTransactionLine,TaxLiabTransactionLine_transaction,DW_NS_TAX_LIABILITY_CHEQUE_LINES_F,transaction
Tax Liability Cheque Transactions,TaxLiabTransactions,TaxLiabTransactions_id,DW_NS_TAX_LIABILITY_CHEQUE_F,id
Tax Liability Cheque Transactions,TaxLiabTransactions,TaxLiabTransactions_id,DW_NS_TAX_LIABILITY_CHEQUE_LINES_F,transaction
Tax Payment Transaction Accounting Line,TaxPymtTransactionAccountingLine,TaxPymtTransactionAccountingLine_accountingbook,DW_NS_TAX_PAYMENT_LINES_F,accountingbook
Tax Payment Transaction Accounting Line,TaxPymtTransactionAccountingLine,TaxPymtTransactionAccountingLine_transaction,DW_NS_TAX_PAYMENT_LINES_F,transaction
Tax Payment Transaction Accounting Line,TaxPymtTransactionAccountingLine,TaxPymtTransactionAccountingLine_transactionline,DW_NS_TAX_PAYMENT_LINES_F,id
Tax Payment Transaction Line,TaxPymtTransactionLine,TaxPymtTransactionLine_id,DW_NS_TAX_PAYMENT_LINES_F,id
Tax Payment Transaction Line,TaxPymtTransactionLine,TaxPymtTransactionLine_transaction,DW_NS_TAX_PAYMENT_LINES_F,transaction
Tax Payment Transactions,TaxPymtTransactions,TaxPymtTransactions_id,DW_NS_TAX_PAYMENT_F,id
Tax Payment Transactions,TaxPymtTransactions,TaxPymtTransactions_id,DW_NS_TAX_PAYMENT_LINES_F,transaction
Tax Type,taxType,taxType_id,DW_NS_taxType_D,id
Term,term,term_id,DW_NS_term_D,id
Time Bill,TimeBill,TimeBill_id,DW_NS_TIMESHEET_DETAILS_F,id
Time Bill,TimeBill,TimeBill_id,DW_NS_TIME_TRACKING_F,id
Timeline Approval Status,timeLineApprovalStatus,timeLineApprovalStatus_key,DW_NS_timeLineApprovalStatus_D,key
Timeline Type,TimelineType,TimelineType_type,DW_NS_TimelineType_D,type
Timesheet,timeSheet,timeSheet_id,DW_NS_TIMESHEET_F,id
Transaction Billing Address,transactionBillingAddress,transactionBillingAddress_nkey,DW_NS_transactionBillingAddress_D,nkey
Transaction Shipping Address,transactionShippingAddress,transactionShippingAddress_nkey,DW_NS_transactionShippingAddress_D,nkey
Transfer Order Transaction Accounting Line,TrnfrOrdTransactionAccountingLine,TrnfrOrdTransactionAccountingLine_accountingbook,DW_NS_TRANSFER_ORDER_LINES_F,accountingbook
Transfer Order Transaction Accounting Line,TrnfrOrdTransactionAccountingLine,TrnfrOrdTransactionAccountingLine_transaction,DW_NS_TRANSFER_ORDER_LINES_F,transaction
Transfer Order Transaction Accounting Line,TrnfrOrdTransactionAccountingLine,TrnfrOrdTransactionAccountingLine_transactionline,DW_NS_TRANSFER_ORDER_LINES_F,id
Transfer Order Transaction Line,TrnfrOrdTransactionLine,TrnfrOrdTransactionLine_id,DW_NS_TRANSFER_ORDER_LINES_F,id
Transfer Order Transaction Line,TrnfrOrdTransactionLine,TrnfrOrdTransactionLine_transaction,DW_NS_TRANSFER_ORDER_LINES_F,transaction
Transfer Order Transactions,TrnfrOrdTransactions,TrnfrOrdTransactions_id,DW_NS_TRANSFER_ORDER_F,id
Transfer Order Transactions,TrnfrOrdTransactions,TrnfrOrdTransactions_id,DW_NS_TRANSFER_ORDER_LINES_F,transaction
Transfer Transaction Accounting Line,TransferTransactionAccountingLine,TransferTransactionAccountingLine_accountingbook,DW_NS_TRANSFER_LINES_F,accountingbook
Transfer Transaction Accounting Line,TransferTransactionAccountingLine,TransferTransactionAccountingLine_transaction,DW_NS_TRANSFER_LINES_F,transaction
